266 01,Beroun-Hostim,,Beroun,49.984798,14.097000
468 51,Smržovka,,Jablonec nad Nisou,50.736900,15.235800
257 26,Litichovice,,Benešov,49.783298,14.850000
675 08,Kouty,,Třebíč,49.316700,15.800000
354 91,Lázně Kynžvart,,Cheb,50.016701,12.633300
798 16,Čelechovice na Hané,,Prostějov,49.516701,17.100000
251 63,Sklenka,,Praha-východ,49.950001,14.666700
382 42,Hubenov,,Český Krumlov,48.766701,14.466700
391 35,Borotín,,Tábor,49.500000,14.616700
330 22,Zbůch,,Plzeň-sever,49.683300,13.216700
463 43,Hodky,,Liberec,50.716702,14.800000
679 71,Lačnov,,Blansko,49.450001,16.500000
756 22,Hošťálková,,Vsetín,49.349998,17.883301
285 44,Třebonín,,Kutná Hora,49.866699,15.316700
382 92,Rožmitál na Šumavě,,Český Krumlov,48.700001,14.400000
582 22,Dolní Jablonná,,Havlíčkův Brod,49.549999,15.716700
538 05,Kraskov,,Chrudim,49.866699,15.633300
507 81,Prostřední Nová Ves,,Jičín,50.433300,15.500000
517 21,Křivice,,Rychnov nad Kněžnou,50.183300,16.116699
542 12,Radvanice,,Trutnov,50.566700,16.083300
613 00,Brno-Černá Pole,,Brno-město,49.293098,15.863900
198 00,Praha 9-Hostavice,,Hlavní město Praha,50.099998,14.550000
252 08,Třebenice,,Praha-západ,49.833302,14.433300
407 25,Rychnov,,Děčín,50.683300,14.233300
798 57,Pěnčín,,Prostějov,49.566700,17.016701
675 27,Štěměchy,,Třebíč,49.200001,15.716700
262 91,Kosova Hora,,Příbram,49.650002,14.483300
348 01,Mchov,,Tachov,49.716702,12.716700
417 53,Úpoř,,Teplice,50.583302,13.833300
582 41,Skuhrov,,Havlíčkův Brod,49.683300,15.516700
517 64,Orlické Záhoří,,Rychnov nad Kněžnou,50.174999,16.441700
798 17,Smržice,,Prostějov,49.500000,17.100000
388 01,Laciná,,Strakonice,49.433300,13.966700
362 35,Stráň,,Karlovy Vary,50.416698,12.750000
348 06,Mlýnec,,Tachov,49.700001,12.700000
763 15,Slušovice,,Zlín,49.250000,17.799999
588 12,Dobronín,,Jihlava,49.483299,15.666700
756 62,Hutisko-Solanec,,Vsetín,49.433300,18.216700
267 27,Hatě,,Beroun,49.866699,14.166700
262 41,Havírna,,Příbram,49.666698,13.966700
384 11,Hrbov,,Prachatice,49.033298,14.166700
351 37,Luby,,Cheb,50.250000,12.400000
430 03,Chomutov,,Chomutov,50.466702,13.402500
417 12,Přítkov,,Teplice,50.683300,13.833300
252 65,Holubice,,Praha-západ,50.200001,14.300000
370 05,České Budějovice 2,,České Budějovice,48.922401,14.464300
549 57,Dolní Teplice,,Náchod,50.583302,16.166700
542 03,Královec,,Trutnov,50.671700,15.967500
691 65,Křepice,,Břeclav,49.000000,16.716700
725 25,Ostrava-Polanka nad Odrou,,Ostrava-město,49.783298,18.166700
756 24,Mikulůvka,,Vsetín,49.416698,17.916700
267 05,Nižbor,,Beroun,50.000000,14.000000
503 61,Lovčice,,Hradec Králové,50.166698,15.383300
793 71,Hejnov,,Bruntál,50.166698,17.516701
738 01,Lískovec,,Frýdek-Místek,49.700001,18.333300
539 71,Dolní Holetín,,Chrudim,49.799999,15.916700
793 03,Dětřichov nad Bystřicí,,Bruntál,49.849998,17.416700
691 04,Přítluky,,Břeclav,48.849998,16.766701
798 11,Čechůvky,,Prostějov,49.466702,17.166700
687 37,Ořechov,,Uherské Hradiště,49.033298,17.299999
273 07,Vinařice,,Kladno,50.183300,14.083300
330 12,Horní Bříza,,Plzeň-sever,49.833302,13.366700
679 06,Senetářov,,Blansko,49.349998,16.799999
669 02,Milíčovice,,Znojmo,48.900002,15.933300
742 73,Veřovice,,Nový Jičín,49.549999,18.116699
534 01,Rousínov,,Pardubice,50.049999,16.116699
569 93,Korouhev,,Svitavy,49.666698,16.250000
394 59,Koberovice,,Pelhřimov,49.583302,15.266700
351 35,Šneky,,Cheb,50.216702,12.350000
472 01,Obora,,Česká Lípa,50.549999,14.666700
561 67,Mladkov,,Ústí nad Orlicí,50.099998,16.616699
621 00,Brno-Mokrá Hora,,Brno-město,49.263901,16.588900
696 04,Svatobořice,,Hodonín,48.983299,17.100000
252 64,Noutonice,,Praha-západ,50.166698,14.283300
270 55,Pochvalov,,Rakovník,50.233299,13.800000
439 71,Nepomyšl,,Louny,50.216702,13.316700
582 56,Věž,,Havlíčkův Brod,49.566700,15.466700
582 92,Kamenná Lhota,,Havlíčkův Brod,49.650002,15.266700
644 00,Brno-Útěchov,,Brno-město,49.266701,16.633301
768 61,Osíčko,,Kroměříž,49.433300,17.750000
788 11,Filipová,,Šumperk,50.049999,17.100000
384 71,Šumavské Hoštice,,Prachatice,49.033298,13.883300
330 41,Dolní Jamné,,Plzeň-sever,49.966702,13.066700
763 25,Loučka,,Zlín,49.433300,17.833300
687 32,Rudice,,Uherské Hradiště,49.066700,17.733299
380 01,Radkovice u Budče,,Třebíč,49.088600,15.431100
471 23,Brenná,,Česká Lípa,50.650002,14.633300
664 12,Biskoupky,,Brno-venkov,49.099998,16.283300
691 12,Boleradice,,Břeclav,48.966702,16.816700
798 03,Soběsuky,,Prostějov,49.466702,17.000000
756 23,Jablůnka,,Vsetín,49.383301,17.966700
250 64,Hovorčovice,,Praha-východ,50.183300,14.516700
391 71,Březnice,,Tábor,49.250000,14.516700
387 37,Třebohostice,,Strakonice,49.333302,13.866700
439 85,Černčice,,Louny,50.133301,13.433300
582 86,Leština u Světlé,,Havlíčkův Brod,49.785000,15.511700
507 71,Bezník,,Jičín,50.450001,15.650000
533 43,Rohovládova Bělá,,Pardubice,50.116699,15.600000
763 07,Velký Ořechov,,Zlín,49.116699,17.683300
250 91,Mstětice,,Praha-východ,50.150002,14.700000
252 41,Hodkovice,,Praha-západ,49.966702,14.483300
742 71,Hodslavice,,Nový Jičín,49.533298,18.033300
685 01,Nevojice,,Vyškov,49.133301,17.049999
671 27,Hrádek,,Znojmo,48.766701,16.266701
783 33,Hynkov,,Olomouc,49.666698,17.166700
273 75,Neprobylice,,Kladno,50.266701,14.033300
691 67,Šakvice,,Břeclav,48.900002,16.700001
544 61,Nový Nemojov,,Trutnov,50.466702,15.750000
561 69,Šanov,,Ústí nad Orlicí,50.049999,16.766701
763 17,Lukov,,Zlín,49.299999,17.733299
588 27,Stáj,,Jihlava,49.466702,15.800000
518 01,Hluky,,Rychnov nad Kněžnou,50.299999,16.299999
512 71,Nová Ves nad Popelkou,,Semily,50.516701,15.416700
509 01,Pustá Proseč,,Jičín,50.466702,15.516700
643 00,Brno-Chrlice,,Brno-město,49.133301,16.666700
696 39,Lovčice,,Hodonín,49.083302,17.066700
594 56,Žďárec,,Žďár nad Sázavou,49.383301,16.266701
270 21,Panoší Újezd,,Rakovník,50.033298,13.716700
407 61,Staré Křečany,,Děčín,50.950001,14.500000
378 92,Budeč,,Jindřichův Hradec,49.099998,15.583300
345 45,Blížejov,,Domažlice,49.500000,12.983300
473 01,Nový Bor,,Česká Lípa,50.766701,14.583300
507 45,Mladějov,,Jičín,50.483299,15.233300
549 32,Velké Poříčí,,Náchod,50.466702,16.183300
586 05,Horní Kosov,,Jihlava,49.400002,15.550000
289 16,Starý Vestec,,Nymburk,50.150002,14.850000
373 24,Dolní Římov,,České Budějovice,48.849998,14.483300
739 46,Hukvaldy,,Frýdek-Místek,49.633301,18.233299
592 13,Bohdalov,,Žďár nad Sázavou,49.483299,15.883300
592 42,Odranec,,Žďár nad Sázavou,49.616699,16.133301
793 68,Leskovec nad Moravicí,,Bruntál,49.916698,17.566700
709 00,Ostrava-Hulváky,,Ostrava-město,50.641701,15.350000
