AD500,Andorra la Vella,,,42.500000,1.500000
AD600,Sant Julià de Lòria,,,42.466702,1.500000
AD700,Escaldes-Engordany,,,42.500000,1.566700
AD100,Canillo,,,42.583302,1.666700
AD200,Encamp,,,42.533298,1.633300
AD300,Ordino,,,42.599998,1.550000
AD400,La Massana,,,42.566700,1.483300
