IM8,Ramsey,,Isle of Man,54.294800,-4.389500
IM9,Balladoole,,Isle of Man,54.095100,-4.692900
IM1,Douglas,,Isle of Man,54.151501,-4.481900
IM3,Onchan,,Isle of Man,54.173000,-4.447000
IM4,Laxey,,Isle of Man,54.192902,-4.483200
IM5,Glenmaye,,Isle of Man,54.169399,-4.727600
IM6,Little London,,Isle of Man,54.280102,-4.585800
IM7,Sulby,,Isle of Man,54.381500,-4.427300
IM2,Douglas,,,54.150002,-4.483300
